"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Multi-Function Devices","Fuji Xerox ApeosPort-VII C4422/C4421/C3322/C3321 models with Copy, Print, Fax, Scan and Overwrite StorageController ROM Ver. 1.5.3","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","02/08/2021","02/08/2026","http://216.117.4.138:80/files/epfiles/c0706_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0706_est.pdf","","","",""
"Multi-Function Devices","Lexmark MS622, MS822, MS826, CS622, CS720, CS725, CS820, CS921 and CS923 w/firmware 073.239 and Lexmark Secure Element (P/N 57X0185)","Lexmark International, Inc.","CA","None","PP_HCD_V1.0","02/03/2021","02/03/2026","http://216.117.4.138:80/files/epfiles/520 EWA 2020 CR.pdf","http://216.117.4.138:80/files/epfiles/520 EWA 2020 Lexmark SFP Security Target 17.pdf","","","",""
"Multi-Function Devices","EPSON LX-10050MF/LX-10050KF/LX-7550MF/LX-6050MF/WF-C21000/WF-C20750/WF-C20600 with  FAX 2.00","SEIKO EPSON CORPORATION","JP","EAL2,ALC_FLR.2","PP_HCD_EAL2_V1.0","01/26/2021","01/26/2026","http://216.117.4.138:80/files/epfiles/c0700_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0700_est.pdf","","","",""
"Multi-Function Devices","Lexmark MX421, MX521, MX622, MX721, MX722, MX725, CX622, CX625, CX725w/firmware 073.239 and Lexmark Secure Element (P/N 57X0185)","Lexmark International, Inc.","CA","None","PP_HCD_V1.0","01/26/2021","01/26/2026","http://216.117.4.138:80/files/epfiles/522 EWA 2020 CR.pdf","http://216.117.4.138:80/files/epfiles/522 EWA 2020 Lexmark NoHD Security Target 17.pdf","","","",""
"Multi-Function Devices","Lexmark MX522, MX622h, MX721h, MX722h, MX822, MX826, CX622h, CX625h,CX725h, CX820, CX825, CX860, CX920, CX921, CX922, CX923, CX924, M C550SRF,M C550FG w/firmware 073.239 and Lexmark Secure Element (P/N 57X0185)","Lexmark International, Inc.","CA","None","PP_HCD_V1.0","01/14/2021","01/14/2026","http://216.117.4.138:80/files/epfiles/521 EWA 2020 CR.pdf","http://216.117.4.138:80/files/epfiles/521 EWA 2020 Lexmark_HD_Security_Target.pdf","","","",""
"Multi-Function Devices","Fuji Xerox ApeosPort C7070/C6570/C5570/C4570/C3570/C3070/C2570/C7070 G/C6570 G/C5570 G/C4570 G/C3570 G/C3070 G models with Copy, Print, Fax, Scan and Overwrite StorageController ROM Ver. 1.5.3, Fax ROM Ver. 2.2.1","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","01/12/2021","01/12/2026","http://216.117.4.138:80/files/epfiles/c0697_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0697_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub 450i/bizhub 360i/ bizhub 300i with FK-514, DEVELOP ineo 450i/ineo 360i/ineo 300i with FK-514G00-31","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","01/12/2021","01/12/2026","http://216.117.4.138:80/files/epfiles/c0698_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0698_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub 650i/bizhub 550i with FK-514, DEVELOP ineo 650i/ineo 550i with FK-514 G00-31","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","01/12/2021","01/12/2026","http://216.117.4.138:80/files/epfiles/c0699_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0699_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub 750i with FK-514, DEVELOP ineo 750i with FK-514G00-34","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","12/22/2020","12/22/2025","http://216.117.4.138:80/files/epfiles/c0696_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0696_est.pdf","","","",""
"Multi-Function Devices","RICOH Pro C5300S/C5310S, version JE-1.00-H","RICOH COMPANY, LTD.","CA","None","PP_HCD_V1.0","12/21/2020","12/21/2025","http://216.117.4.138:80/files/epfiles/523 LSS 2020 CR.pdf","http://216.117.4.138:80/files/epfiles/523 LSS 2020 ST v0.6.pdf","","","",""
"Multi-Function Devices","RICOH IM 550/600/600SR, version E-1.00-H","RICOH COMPANY, LTD.","CA","None","PP_HCD_V1.0","12/17/2020","12/17/2025","http://216.117.4.138:80/files/epfiles/526 LSS 2020 CR.pdf","http://216.117.4.138:80/files/epfiles/526 LSS 2020 ST v1.5.pdf","","","",""
"Multi-Function Devices","RICOH IM C6500/C8000, version JE-1.00-H","RICOH COMPANY, LTD.","CA","None","PP_HCD_V1.0","12/17/2020","12/17/2025","http://216.117.4.138:80/files/epfiles/524 LSS 2020 CR.pdf","http://216.117.4.138:80/files/epfiles/524 LSS 2020 ST v0.7.pdf","","","",""
"Multi-Function Devices","RICOH IM C300/C300F/C400F/C400SRF, version JE-1.00-H","RICOH COMPANY, LTD.","CA","None","PP_HCD_V1.0","12/16/2020","12/16/2025","http://216.117.4.138:80/files/epfiles/525 LSS 2020 CR.docx","http://216.117.4.138:80/files/epfiles/525 LSS 2020 ST v0.7.pdf","","","",""
"Multi-Function Devices","HP LaserJet Enterprise M507HP LaserJet Managed E50045/E50145/E60155/E60165/E60175HP Color LaserJet Enterprise M751HP Color LaserJet Managed E55040/ E65150/E65160/E75245Series FutureSmart Firmware","HP Inc.","SE","EAL3,ALC_FLR.2","","12/08/2020","12/08/2025","http://216.117.4.138:80/files/epfiles/Certification Report - HP MYBASK 2600PP.doc","http://216.117.4.138:80/files/epfiles/ST - HP MYBASK 2600.pdf","","","",""
"Multi-Function Devices","HP LaserJet Enterprise MFP M528HP LaserJet Managed MFP E52645/E82540/E82550/E82560/E72425/E72430/E62655/E62665/E62675HP Color LaserJet Managed MFP E87640/E87650/E87660/E77422/E77428/E67650/E67660Series FutureSmart Firmware","HP Inc.","SE","EAL3,ALC_FLR.2","","12/08/2020","12/08/2025","http://216.117.4.138:80/files/epfiles/Certification_Report - HP GIFF 2600PP.doc","http://216.117.4.138:80/files/epfiles/ST - HP GIFF 2600.pdf","","","",""
"Multi-Function Devices","SHARP BP-30C25 fax option model with BP-FR10U0110Uc00","Sharp Corporation","JP","None","PP_HCD_V1.0","12/04/2020","12/04/2025","http://216.117.4.138:80/files/epfiles/c0693_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0693_est.pdf","","","",""
"Multi-Function Devices","SHARP BP-30C25 fax standard model with BP-FR10U; and BP-30C25 fax option model with BP-FR10U, MX-PK13 and MX-FX15 0110Uc00","Sharp Corporation","JP","None","PP_HCD_V1.0","12/04/2020","12/04/2025","http://216.117.4.138:80/files/epfiles/c0694_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0694_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C750i/AccurioPrint C750i with FK-514, DEVELOP ineo+ 750i with FK-514 G00-33","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/24/2020","11/24/2025","http://216.117.4.138:80/files/epfiles/c0692_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0692_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C450i with FK-514, DEVELOP ineo+ 450i with FK-514GG1-7B","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/18/2020","11/18/2025","http://216.117.4.138:80/files/epfiles/c0691_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0691_est.pdf","02/04/2021","KONICA MINOLTA bizhub C450i with FK-514, DEVELOP ineo+ 450i with FK-514, Sindoh D730/CM4093/CM4095 with FK-514
GG1-7B","http://216.117.4.138:80/files/epfiles/c0691kz_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0691kz_est.pdf"
"Multi-Function Devices","KONICA MINOLTA bizhub C450i with FK-514, DEVELOP ineo+ 450i with FK-514GG1-7B","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/18/2020","11/18/2025","http://216.117.4.138:80/files/epfiles/c0691_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0691_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C650i/bizhub C550i with FK-514, DEVELOP ineo+ 650i/ineo+ 550i with FK-514 GG1-2B","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/18/2020","11/18/2025","http://216.117.4.138:80/files/epfiles/c0690_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0690_est.pdf","02/04/2021","KONICA MINOLTA bizhub C650i/bizhub C550i with FK-514, DEVELOP ineo+ 650i/ineo+ 550i with FK-514,
 Sindoh D732/D731/CM6013/CM5103/CM6015/CM5105 with FK-514
 GG1-2B","http://216.117.4.138:80/files/epfiles/c0690kz_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0690kz_est.pdf"
"Multi-Function Devices","KONICA MINOLTA bizhub C650i/bizhub C550i with FK-514, DEVELOP ineo+ 650i/ineo+ 550i with FK-514 GG1-2B","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","11/18/2020","11/18/2025","http://216.117.4.138:80/files/epfiles/c0690_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0690_est.pdf","","","",""
"Multi-Function Devices","Fuji Xerox ApeosPort 5570/4570/3570/5570 G/4570 G models  with Copy, Print, Fax, Scan and without Overwrite StorageController ROM Ver. 1.5.3, Fax ROM Ver. 2.2.1","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","11/02/2020","11/02/2025","http://216.117.4.138:80/files/epfiles/c0689_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0689_est.pdf","","","",""
"Multi-Function Devices","RICOH IM C300 J-1.00","Ricoh Company, Ltd.","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","10/16/2020","10/16/2025","http://216.117.4.138:80/files/epfiles/c0687_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0687_est.pdf","","","",""
"Multi-Function Devices","RICOH IM C300/C400/C400SR,  SAVIN IM C300/C400/C400SR, LANIER IM C300/C400/C400SR, nashuatec IM C300/C400/C400SR,  Rex Rotary IM C300/C400/C400SR, Gestetner IM C300/C400/C400SR E-1.00","Ricoh Company, Ltd.","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","10/16/2020","10/16/2025","http://216.117.4.138:80/files/epfiles/c0688_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0688_est.pdf","","","",""
"Multi-Function Devices","TOSHIBA e-STUDIO330AC/400AC Models with FAX unit and FIPS Hard Disk SYS V1.0","Toshiba TEC Corporation","JP","None","PP_HCD_V1.0","10/02/2020","10/02/2025","http://216.117.4.138:80/files/epfiles/c0684_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0684_est.pdf","","","",""
"Multi-Function Devices","Canon imageRUNNER ADVANCE DX C37900KG/C3700 Series 2600 model1.0","Canon Inc.","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","09/15/2020","09/15/2025","http://216.117.4.138:80/files/epfiles/c0683_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0683_est.pdf","","","",""
"Multi-Function Devices","Fuji Xerox ApeosPort-VII C7773/C6673/C5573/C4473/C3373/C3372/C2273 DocuCentre-VIIC7773/C6673/C5573/C4473/C3373/C3372/C2273 models  with Overwrite Hard Disk, Copy, Print, Fax and Scan  Controller ROM Ver. 1.3.8, Fax ROM Ver. 2.2.1","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","09/15/2020","09/15/2025","http://216.117.4.138:80/files/epfiles/c0682_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0682_est.pdf","","","",""
"Multi-Function Devices","HP Color LaserJet Enterprise M856, HP Color LaserJet Managed E85055, HP Color LaserJet Managed E55040, and HP LaserJet Enterprise M607/M608/M609/M610/M611/M612 printers with HP FutureSmart 4.10 Firmware","HP Inc.","IT","None","PP_HCD_V1.0","09/08/2020","09/08/2025","http://216.117.4.138:80/files/epfiles/cr_hp_sfp_fs410_v1.0_en.pdf","http://216.117.4.138:80/files/epfiles/HP_MNA_HCDPP_ST_v1.11.pdf","","","",""
"Multi-Function Devices","HP Color LaserJet Enterprise MFP M776, HP LaserJet Enterprise MFP M632/M633/M634/M635/M636, HP LaserJet Managed MFP E62655/E62665/E62675, HP Color LaserJet Enterprise MFP M681/M682, and HP Color LaserJet Managed MFP E67650/E67660 multifunction printers (MFPs) with HP FutureSmart 4.10 Firmware","HP Inc.","IT","None","PP_HCD_V1.0","09/08/2020","09/08/2025","http://216.117.4.138:80/files/epfiles/cr_hp_mfp_fs410_v1.0_en.pdf","http://216.117.4.138:80/files/epfiles/HP_KIF-HCDPP_ST_v1.11.pdf","","","",""
"Multi-Function Devices","Samsung Multifunction MultiXpress K4250, K4300, K4350, K401, X4220, X4250, X4300, X401, X400, K7400, K7500, K7600, X7400, X7500, X7600, X704, X706, K705, K706 Series","HP Inc.","KR","EAL2+,ALC_FLR.2","IEEE 2600.2&trade;-2009","08/26/2020","08/26/2025","http://216.117.4.138:80/files/epfiles/KECS-CISS-1035-2020_CR_EN.pdf","http://216.117.4.138:80/files/epfiles/KECS-CISS-1035-2020_ST_EN.pdf","","","",""
"Multi-Function Devices","SHARP MX-B476W / B456W / B376W / B356W with MX-FR63U0210md00","Sharp Corporation","JP","None","PP_HCD_V1.0","07/27/2020","07/27/2025","http://216.117.4.138:80/files/epfiles/c0679_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0679_est.pdf","","","",""
"Multi-Function Devices","SHARP MX-M6071 / M5071 / M4071 / M3531 fax standard model with MX-FR64U and MX-PK13; MX-M6071 / M5071 / M4071 / M3571 / M3071 fax option model with MX-FR64U and MX-FX15; MX-M6051 / M5051 / M4051 / M3551 / M3051 / M2651 HDD standard model with MX-FR64U, MX-PK13 and MX-FX15; and MX-M6051 / M5051 / M4051 / M3551 / M3051 / M2651 HDD option model with MX-FR64U, MX-HD16, MX-PK13 and MX-FX150210zd00","Sharp Corporation","JP","None","PP_HCD_V1.0","07/27/2020","07/27/2025","http://216.117.4.138:80/files/epfiles/c0677_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0677_est.pdf","","","",""
"Multi-Function Devices","SHARP MX-M6071 / M5071 / M4071 / M3571 / M3071 fax option model with MX-FR64U; MX-M6051 / M5051 / M4051 / M3551 / M3051 / M2651 HDD standard model with MX-FR64U and MX-PK13; and MX-M6051 / M5051 / M4051 / M3551 / M3051 / M2651 HDD option model with MX-FR64U, MX-HD16 and MX-PK130210zd00","Sharp Corporation","JP","None","PP_HCD_V1.0","07/27/2020","07/27/2025","http://216.117.4.138:80/files/epfiles/c0678_est.pdf","http://216.117.4.138:80/files/epfiles/c0678_est.pdf","","","",""
"Multi-Function Devices","Xerox PrimeLink B9100 Copier/Printer + Fax Controller+PS ROM Ver. 1.1.4, Fax ROM Ver. 2.2.1","Xerox Corporation","JP","None","PP_HCD_V1.0","07/09/2020","07/09/2025","http://216.117.4.138:80/files/epfiles/c0674_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0674_est.pdf","","","",""
"Multi-Function Devices","Xerox PrimeLink B9110/B9125/B9136 Copier/Printer Controller+PS ROM Ver. 1.1.4","Xerox Corporation","JP","None","PP_HCD_V1.0","07/09/2020","07/09/2025","http://216.117.4.138:80/files/epfiles/c0675_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0675_est.pdf","","","",""
"Multi-Function Devices","Xerox PrimeLink C9065/C9070 Printer + Fax Controller ROM Ver. 1.1.3, Fax ROM Ver. 2.2.1","Xerox Corporation","JP","None","PP_HCD_V1.0","07/09/2020","07/09/2025","http://216.117.4.138:80/files/epfiles/c0676_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0676_est.pdf","","","",""
"Multi-Function Devices","HP Digital Sender Flow 8500 fn2 Document Capture Workstation, HP ScanJet Enterprise Flow N9120 fn2 Document Scanner","HP Inc.","SE","EAL3+,ALC_FLR.2","IEEE 2600.1&trade;-2009","06/09/2020","06/09/2025","http://216.117.4.138:80/files/epfiles/Certification Report - HP YA 2600.pdf","http://216.117.4.138:80/files/epfiles/ST - HP YA 2600.pdf","","","",""
"Multi-Function Devices","HP PageWide Enterprise Color MFP 780 / 785, HP PageWide Managed Color MFP E77650 / E77660, HP PageWide Managed Color MFP E58650, HP LaserJet Managed MFP E52545, HP Color LaserJet Managed MFP E57540","HP Inc.","SE","EAL3+,ALC_FLR.2","IEEE 2600.1&trade;-2009","06/09/2020","06/09/2025","http://216.117.4.138:80/files/epfiles/Certification Report - HP BBBC 2600.pdf","http://216.117.4.138:80/files/epfiles/ST - HP BBBC 2600.pdf","","","",""
"Multi-Function Devices","KYOCERA TASKalfa 358ci (KYOCERA), CS 358ci (352ci (TA Triumph Adler/UTAX), with Hard Disk and FAX System","KYOCERA Document Solutions Inc.","SE","EAL2+,ALC_FLR.2","IEEE 2600.2&trade;-2009","06/03/2020","06/03/2025","http://216.117.4.138:80/files/epfiles/TASKalfa358 - TASKalfa508 - Certification report.pdf","http://216.117.4.138:80/files/epfiles/TASKalfa358ci - ST v102.pdf","","","",""
"Multi-Function Devices","KYOCERA TASKalfa 508ci, TASKalfa 408ci, TASKalfa 408ciG (KYOCERA), CS 508ci , CS 408ci ( Copystar), 502ci , 402ci (TA Triumph Adler/UTAX) UTAX), with FAX System","KYOCERA Document Solutions Inc.","SE","EAL2+,ALC_FLR.2","IEEE 2600.2&trade;-2009","06/03/2020","06/03/2025","http://216.117.4.138:80/files/epfiles/TASKalfa508 - Certification report.pdf","http://216.117.4.138:80/files/epfiles/TASKalfa508ci408ci - ST v102.pdf","","","",""
"Multi-Function Devices","KYOCERA TASKalfa 8353ci, TASKalfa 7353ci, TASKalfa 8353ciG(KYOCERA), CS 8353ci, CS 7353ci(Copystar), 8307ci, 7307ci(TA Triumph-Adler/UTAX), with FAX System","KYOCERA Document Solutions Inc.","SE","EAL2+,ALC_FLR.2","IEEE 2600.2&trade;-2009","06/03/2020","06/03/2025","http://216.117.4.138:80/files/epfiles/TASKalfa8353 - TASKalfa508 - Certification report.pdf","http://216.117.4.138:80/files/epfiles/TASKalfa8353ci7353ci - ST V102.pdf","","","",""
"Multi-Function Devices","KYOCERA TASKalfa 9003i, TASKalfa 8003i, TASKalfa 7003i, TASKalfa 9003iG, TASKalfa 7003iG(KYOCERA), CS 9003i, CS 8003i, CS 7003i(Copystar), 8057i, 7057i(TA Triumph-Adler/UTAX), with FAX System","KYOCERA Document Solutions Inc.","SE","EAL2+,ALC_FLR.2","IEEE 2600.2&trade;-2009","06/03/2020","06/03/2025","http://216.117.4.138:80/files/epfiles/TASKalfa9003 - TASKalfa508 - Certification report.pdf","http://216.117.4.138:80/files/epfiles/TASKalfa9003i 8003i 7003i - ST v102.pdf","","","",""
"Multi-Function Devices","ECOSYS M3860idn, ECOSYS M3860idn G(KYOCERA), P 6038i MFP (TA Triumph Adler/UTAX), with SSD","KYOCERA Document Solutions Inc.","SE","EAL2+,ALC_FLR.2","","05/26/2020","05/26/2025","http://216.117.4.138:80/files/epfiles/Kyocera ECOSYS with SSD - Certification Report.pdf","http://216.117.4.138:80/files/epfiles/Kyocera ECOSYS with SSD - ST v104.pdf","","","",""
"Multi-Function Devices","ECOSYS M3860idnf, ECOSYS M3860idnfG(KYOCERA), P-6038ifMFP(TA Triumph-Adler/UTAX), with HDD","KYOCERA Document Solutions Inc.","SE","EAL2+,ALC_FLR.2","","05/26/2020","05/26/2025","http://216.117.4.138:80/files/epfiles/Kyocera ECOSYS with HDD - Certification Report.pdf","http://216.117.4.138:80/files/epfiles/Kyocera ECOSYS with HDD - ST v. 104.pdf","","","",""
"Multi-Function Devices","KYOCERA TASKalfa 352ci (KYOCERA), 357ci (TA Triumph Adler/UTAX), with SSD and Data Security Kit","KYOCERA Document Solutions Inc.","SE","EAL2+,ALC_FLR.2","","05/26/2020","05/26/2025","http://216.117.4.138:80/files/epfiles/Kyocera TASKalfa 352ci - Certification Report.pdf","http://216.117.4.138:80/files/epfiles/Kyocera TASKalfa 352ci - ST v.104.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C360i/bizhub C300i/bizhub C250i/bizhub C036DNi/bizhub 030DNi/bizhub C025DNi with FK-514, DEVELOP ineo+ 360i/ineo+ 300i/ineo+ 250i with FK-514 G00-45","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","03/17/2020","03/17/2025","http://216.117.4.138:80/files/epfiles/c0669_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0669_est.pdf","08/07/2020","KONICA MINOLTA bizhub C360i/bizhub C300i/bizhub C250i/bizhub C036DNi/bizhub C030DNi/bizhub C025DNi with FK-514, DEVELOP ineo+ 360i/ineo+ 300i/ineo+ 250i with FK-514, Sindoh D452/D451/D450/CM3093/CM3035/CM2075 with FK-514
G00-45","http://216.117.4.138:80/files/epfiles/c0669kz_eacr.pdf","http://216.117.4.138:80/files/epfiles/c0669kz_est.pdf"
"Multi-Function Devices","KONICA MINOLTA bizhub C360i/bizhub C300i/bizhub C250i/bizhub C036DNi/bizhub 030DNi/bizhub C025DNi with FK-514, DEVELOP ineo+ 360i/ineo+ 300i/ineo+ 250i with FK-514 G00-45","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","03/17/2020","03/17/2025","http://216.117.4.138:80/files/epfiles/c0669_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0669_est.pdf","","","",""
"Multi-Function Devices","KONICA MINOLTA bizhub C4050i/bizhub C3350i with FK-517, DEVELOP ineo+ 4050i/ineo+ 3350i with FK-517 G00-45","KONICA MINOLTA, INC.","JP","None","PP_HCD_V1.0","03/17/2020","03/17/2025","http://216.117.4.138:80/files/epfiles/c0670_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0670_est.pdf","","","",""
"Multi-Function Devices","RICOH IM C2509J/C3509J E-1.01","Ricoh Company, Ltd.","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","03/17/2020","03/17/2025","http://216.117.4.138:80/files/epfiles/c0671_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0671_est.pdf","","","",""
"Multi-Function Devices","RICOH IM 550/550G/600/600SR/600SRG, SAVIN IM 550/550G/600/600SR/600SRG, LANIER IM 550/550G/600/600SR/600SRG, nashuatec IM 550/600/600SR, Rex Rotary IM 550/600/600SR, Gestetner IM 550/600/600SR E-1.01","Ricoh Company, Ltd.","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","02/26/2020","02/26/2025","http://216.117.4.138:80/files/epfiles/c0668_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0668_est.pdf","","","",""
"Multi-Function Devices","Fuji XeroxApeosPort-VII C7788/C6688/C5588DocuCentre-VII C7788/C6688/C5588 models with Data Security and Fax Controller ROM Ver. 1.3.2, Fax ROM Ver. 2.2.1","FUJIFILM Business Innovation Corp.","JP","None","PP_HCD_V1.0","02/20/2020","02/20/2025","http://216.117.4.138:80/files/epfiles/c0667_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0667_est.pdf","","","",""
"Multi-Function Devices","RICOH Pro 8300S/8310S/8320S, SAVIN Pro 8300S/8310S/8320S, LANIER Pro 8300S/8310S/8320S, nashuatec Pro 8300S/8310S/8320S, Rex Rotary Pro 8300S/8310S/8320S, Gestetner Pro 8300S/8310S/8320S E-1.01","Ricoh Company, Ltd.","JP","EAL2+,ALC_FLR.2","PP_HCD_EAL2_V1.0","02/13/2020","02/13/2025","http://216.117.4.138:80/files/epfiles/c0666_erpt.pdf","http://216.117.4.138:80/files/epfiles/c0666_est.pdf","","","",""
